,acceptor,donor
48,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
49,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
50,CCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
51,CCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nsnc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
52,CCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nsnc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
53,CCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
54,CCCCCCCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
55,CCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
56,CCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9n[se]nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
57,CCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9n[se]nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
58,CCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
59,CCCCCCCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
60,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
61,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCC(CCCC)CCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
62,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCC(CCCC)CCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
63,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
64,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
65,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
66,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%10n(CC(CCCC)CCCCCC)c9c8n(CC(CCCC)CCCCCC)c7c5CCOCC(CCCC)CCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
67,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%10n(CC(CCCC)CCCCCC)c9c8n(CC(CCCC)CCCCCC)c7c5CCOCC(CCCC)CCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
68,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
69,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
70,CCCCCCOCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
71,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
72,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
73,CCCCCCOCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
74,CCCCCCOCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
75,CCCCCCOCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
