,acceptor,donor
20,CCCCCCC(CCCC)Cn1c2c3sc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)c(CCOCC(CC)CCCC)c3sc2c2c3nsnc3c3c4sc5c(CCOCC(CC)CCCC)c(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c(sc%12c%13c%14nsnc%14c%14c%15sc%16c(CCOCC(CC)CCCC)c(C=C%17C(=O)c%18ccccc%18C%17=C(C#N)C#N)sc%16c%15n(CC(CCCC)CCCCCC)c%14c%13n(CC(CCCC)CCCCCC)c%11%12)c9CCOCC(CC)CCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCC)CCCCCC)c3c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
21,CCCCCCC(CCCC)Cn1c2c3sc(C=C4C(=O)c5cc(-c6ccc(-c7ccc8c(c7)C(=O)C(=Cc7sc9c(sc%10c%11c%12nsnc%12c%12c%13sc%14c(CCOCC(CC)CCCC)c(C=C%15C(=O)c%16cc(Cl)c(Cl)cc%16C%15=C(C#N)C#N)sc%14c%13n(CC(CCCC)CCCCCC)c%12c%11n(CC(CCCC)CCCCCC)c9%10)c7CCOCC(CC)CCCC)C8=C(C#N)C#N)s6)ccc5C4=C(C#N)C#N)c(CCOCC(CC)CCCC)c3sc2c2c3nsnc3c3c4sc5c(CCOCC(CC)CCCC)c(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCC)CCCCCC)c3c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
22,CCCCCCC(CCCC)Cn1c2c3sc(C=C4C(=O)c5cc(-c6ccc(-c7ccc8c(c7)C(=O)C(=Cc7sc9c(sc%10c%11c%12nsnc%12c%12c%13sc%14c(CCOCC(CC)CCCC)c(C=C%15C(=O)c%16cc(F)c(F)cc%16C%15=C(C#N)C#N)sc%14c%13n(CC(CCCC)CCCCCC)c%12c%11n(CC(CCCC)CCCCCC)c9%10)c7CCOCC(CC)CCCC)C8=C(C#N)C#N)s6)ccc5C4=C(C#N)C#N)c(CCOCC(CC)CCCC)c3sc2c2c3nsnc3c3c4sc5c(CCOCC(CC)CCCC)c(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCC)CCCCCC)c3c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
23,CCCCCCC(CCCC)Cn1c2c3sc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)c(CCOCC(CC)CCCC)c3sc2c2c3nsnc3c3c4sc5c(CCOCC(CC)CCCC)c(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c(sc%12c%13c%14nsnc%14c%14c%15sc%16c(CCOCC(CC)CCCC)c(C=C%17C(=O)c%18cc(F)ccc%18C%17=C(C#N)C#N)sc%16c%15n(CC(CCCC)CCCCCC)c%14c%13n(CC(CCCC)CCCCCC)c%11%12)c9CCOCC(CC)CCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCC)CCCCCC)c3c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
24,CCCCCCC(CCCC)Cn1c2c3sc(C=C4C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)c(CCOCC(CC)CCCC)c3sc2c2c3nsnc3c3c4sc5c(CCOCC(CC)CCCC)c(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c(sc%12c%13c%14nsnc%14c%14c%15sc%16c(CCOCC(CC)CCCC)c(C=C%17C(=O)c%18cc(Cl)ccc%18C%17=C(C#N)C#N)sc%16c%15n(CC(CCCC)CCCCCC)c%14c%13n(CC(CCCC)CCCCCC)c%11%12)c9CCOCC(CC)CCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCC)CCCCCC)c3c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
25,CCCCCCOCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
26,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9n[se]nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CCCC)CCCCCC)c9c8n(CC(CCCC)CCCCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
27,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9n[se]nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CCCC)CCCCCC)c9c8n(CC(CCCC)CCCCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
28,CCCCCCOCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
29,CCCCCCOCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
30,CCCCCCOCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
31,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9n[se]nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
32,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9n[se]nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
33,CCCCCCOCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
34,CCCCCCOCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
35,CCCCCCOCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
36,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nsnc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
37,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nsnc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
38,CCCCCCOCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
39,CCCCCCOCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
40,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
41,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nsnc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCC(CCCC)CCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
42,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nsnc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCC(CCCC)CCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
43,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
44,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nsnc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nsnc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
45,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13n[se]nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCC(CCCC)CCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
46,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9n[se]nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCC(CCCC)CCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
47,CCCCCCC(CCCC)COCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9n[se]nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCC(CCCC)CCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4n[se]nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCC(CCCC)CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
